IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP106;IP_PROP105;IP_PROP108;IP_PROP104;IP_PROP109;IP_PROP187;IC_GROUP0;IC_GROUP1;IC_GROUP2
451;№3370;7184;N;;;/upload/iblock/368/fstec_3370_gate.jpg;"<p>
	 Сертификат удостоверяет, что «Программный комплекс С-Терра Шлюз.&nbsp;<strong>Версия 4.1</strong>»
</p>
<p>
	 является программным средством защиты:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД к информации, обрабатываемой в локальных ВС с TCP/IP протоколом,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД из внешних ВС,
</p>
<p>
	 соответствует требованиям руководящих документов:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Средства вычислительной техники.&nbsp;<b>Межсетевые экраны.</b>&nbsp;Защита от НСД к информации. Показатели защищенности от НСД к информации» –&nbsp;<b>по 3 классу&nbsp;защищенности</b>,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Защита от НСД к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля&nbsp;<b>отсутствия НДВ</b>» –&nbsp;<b>по 3 уровню контроля</b>,
</p>
<p>
	 имеет оценочный уровень доверия&nbsp;<b>ОУД4 (усиленный)</b>&nbsp;в соответствии с требованиями руководящего документа «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «С-Терра Шлюз. Версия 4.1» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах до 1 класса защищенности включительно, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3370;1010;;25.03.2021 14:12;25.03.2015 14:11;CP;95;Сертификаты ФСТЭК России;;Версия 4.1;;
451;№3370;7184;N;;;/upload/iblock/368/fstec_3370_gate.jpg;"<p>
	 Сертификат удостоверяет, что «Программный комплекс С-Терра Шлюз.&nbsp;<strong>Версия 4.1</strong>»
</p>
<p>
	 является программным средством защиты:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД к информации, обрабатываемой в локальных ВС с TCP/IP протоколом,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД из внешних ВС,
</p>
<p>
	 соответствует требованиям руководящих документов:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Средства вычислительной техники.&nbsp;<b>Межсетевые экраны.</b>&nbsp;Защита от НСД к информации. Показатели защищенности от НСД к информации» –&nbsp;<b>по 3 классу&nbsp;защищенности</b>,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Защита от НСД к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля&nbsp;<b>отсутствия НДВ</b>» –&nbsp;<b>по 3 уровню контроля</b>,
</p>
<p>
	 имеет оценочный уровень доверия&nbsp;<b>ОУД4 (усиленный)</b>&nbsp;в соответствии с требованиями руководящего документа «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «С-Терра Шлюз. Версия 4.1» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах до 1 класса защищенности включительно, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3370;1010;;25.03.2021 14:12;25.03.2015 14:11;CP;99;Сертификаты ФСТЭК России;;Версия 4.1;;
451;№3370;7184;N;;;/upload/iblock/368/fstec_3370_gate.jpg;"<p>
	 Сертификат удостоверяет, что «Программный комплекс С-Терра Шлюз.&nbsp;<strong>Версия 4.1</strong>»
</p>
<p>
	 является программным средством защиты:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД к информации, обрабатываемой в локальных ВС с TCP/IP протоколом,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД из внешних ВС,
</p>
<p>
	 соответствует требованиям руководящих документов:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Средства вычислительной техники.&nbsp;<b>Межсетевые экраны.</b>&nbsp;Защита от НСД к информации. Показатели защищенности от НСД к информации» –&nbsp;<b>по 3 классу&nbsp;защищенности</b>,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Защита от НСД к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля&nbsp;<b>отсутствия НДВ</b>» –&nbsp;<b>по 3 уровню контроля</b>,
</p>
<p>
	 имеет оценочный уровень доверия&nbsp;<b>ОУД4 (усиленный)</b>&nbsp;в соответствии с требованиями руководящего документа «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «С-Терра Шлюз. Версия 4.1» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах до 1 класса защищенности включительно, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3370;1010;;25.03.2021 14:12;25.03.2015 14:11;CP;101;Сертификаты ФСТЭК России;;Версия 4.1;;
451;№3370;7184;N;;;/upload/iblock/368/fstec_3370_gate.jpg;"<p>
	 Сертификат удостоверяет, что «Программный комплекс С-Терра Шлюз.&nbsp;<strong>Версия 4.1</strong>»
</p>
<p>
	 является программным средством защиты:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД к информации, обрабатываемой в локальных ВС с TCP/IP протоколом,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД из внешних ВС,
</p>
<p>
	 соответствует требованиям руководящих документов:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Средства вычислительной техники.&nbsp;<b>Межсетевые экраны.</b>&nbsp;Защита от НСД к информации. Показатели защищенности от НСД к информации» –&nbsp;<b>по 3 классу&nbsp;защищенности</b>,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Защита от НСД к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля&nbsp;<b>отсутствия НДВ</b>» –&nbsp;<b>по 3 уровню контроля</b>,
</p>
<p>
	 имеет оценочный уровень доверия&nbsp;<b>ОУД4 (усиленный)</b>&nbsp;в соответствии с требованиями руководящего документа «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «С-Терра Шлюз. Версия 4.1» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах до 1 класса защищенности включительно, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3370;1010;;25.03.2021 14:12;25.03.2015 14:11;CP;104;Сертификаты ФСТЭК России;;Версия 4.1;;
451;№3370;7184;N;;;/upload/iblock/368/fstec_3370_gate.jpg;"<p>
	 Сертификат удостоверяет, что «Программный комплекс С-Терра Шлюз.&nbsp;<strong>Версия 4.1</strong>»
</p>
<p>
	 является программным средством защиты:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД к информации, обрабатываемой в локальных ВС с TCP/IP протоколом,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД из внешних ВС,
</p>
<p>
	 соответствует требованиям руководящих документов:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Средства вычислительной техники.&nbsp;<b>Межсетевые экраны.</b>&nbsp;Защита от НСД к информации. Показатели защищенности от НСД к информации» –&nbsp;<b>по 3 классу&nbsp;защищенности</b>,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Защита от НСД к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля&nbsp;<b>отсутствия НДВ</b>» –&nbsp;<b>по 3 уровню контроля</b>,
</p>
<p>
	 имеет оценочный уровень доверия&nbsp;<b>ОУД4 (усиленный)</b>&nbsp;в соответствии с требованиями руководящего документа «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «С-Терра Шлюз. Версия 4.1» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах до 1 класса защищенности включительно, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3370;1010;;25.03.2021 14:12;25.03.2015 14:11;CP;113;Сертификаты ФСТЭК России;;Версия 4.1;;
451;№3370;7184;N;;;/upload/iblock/368/fstec_3370_gate.jpg;"<p>
	 Сертификат удостоверяет, что «Программный комплекс С-Терра Шлюз.&nbsp;<strong>Версия 4.1</strong>»
</p>
<p>
	 является программным средством защиты:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД к информации, обрабатываемой в локальных ВС с TCP/IP протоколом,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД из внешних ВС,
</p>
<p>
	 соответствует требованиям руководящих документов:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Средства вычислительной техники.&nbsp;<b>Межсетевые экраны.</b>&nbsp;Защита от НСД к информации. Показатели защищенности от НСД к информации» –&nbsp;<b>по 3 классу&nbsp;защищенности</b>,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Защита от НСД к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля&nbsp;<b>отсутствия НДВ</b>» –&nbsp;<b>по 3 уровню контроля</b>,
</p>
<p>
	 имеет оценочный уровень доверия&nbsp;<b>ОУД4 (усиленный)</b>&nbsp;в соответствии с требованиями руководящего документа «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «С-Терра Шлюз. Версия 4.1» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах до 1 класса защищенности включительно, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3370;1010;;25.03.2021 14:12;25.03.2015 14:11;CP;117;Сертификаты ФСТЭК России;;Версия 4.1;;
451;№3370;7184;N;;;/upload/iblock/368/fstec_3370_gate.jpg;"<p>
	 Сертификат удостоверяет, что «Программный комплекс С-Терра Шлюз.&nbsp;<strong>Версия 4.1</strong>»
</p>
<p>
	 является программным средством защиты:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД к информации, обрабатываемой в локальных ВС с TCP/IP протоколом,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД из внешних ВС,
</p>
<p>
	 соответствует требованиям руководящих документов:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Средства вычислительной техники.&nbsp;<b>Межсетевые экраны.</b>&nbsp;Защита от НСД к информации. Показатели защищенности от НСД к информации» –&nbsp;<b>по 3 классу&nbsp;защищенности</b>,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Защита от НСД к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля&nbsp;<b>отсутствия НДВ</b>» –&nbsp;<b>по 3 уровню контроля</b>,
</p>
<p>
	 имеет оценочный уровень доверия&nbsp;<b>ОУД4 (усиленный)</b>&nbsp;в соответствии с требованиями руководящего документа «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «С-Терра Шлюз. Версия 4.1» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах до 1 класса защищенности включительно, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3370;1010;;25.03.2021 14:12;25.03.2015 14:11;CP;119;Сертификаты ФСТЭК России;;Версия 4.1;;
451;№3370;7184;N;;;/upload/iblock/368/fstec_3370_gate.jpg;"<p>
	 Сертификат удостоверяет, что «Программный комплекс С-Терра Шлюз.&nbsp;<strong>Версия 4.1</strong>»
</p>
<p>
	 является программным средством защиты:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД к информации, обрабатываемой в локальных ВС с TCP/IP протоколом,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД из внешних ВС,
</p>
<p>
	 соответствует требованиям руководящих документов:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Средства вычислительной техники.&nbsp;<b>Межсетевые экраны.</b>&nbsp;Защита от НСД к информации. Показатели защищенности от НСД к информации» –&nbsp;<b>по 3 классу&nbsp;защищенности</b>,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Защита от НСД к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля&nbsp;<b>отсутствия НДВ</b>» –&nbsp;<b>по 3 уровню контроля</b>,
</p>
<p>
	 имеет оценочный уровень доверия&nbsp;<b>ОУД4 (усиленный)</b>&nbsp;в соответствии с требованиями руководящего документа «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «С-Терра Шлюз. Версия 4.1» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах до 1 класса защищенности включительно, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3370;1010;;25.03.2021 14:12;25.03.2015 14:11;ST;95;Сертификаты ФСТЭК России;;Версия 4.1;;
451;№3370;7184;N;;;/upload/iblock/368/fstec_3370_gate.jpg;"<p>
	 Сертификат удостоверяет, что «Программный комплекс С-Терра Шлюз.&nbsp;<strong>Версия 4.1</strong>»
</p>
<p>
	 является программным средством защиты:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД к информации, обрабатываемой в локальных ВС с TCP/IP протоколом,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД из внешних ВС,
</p>
<p>
	 соответствует требованиям руководящих документов:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Средства вычислительной техники.&nbsp;<b>Межсетевые экраны.</b>&nbsp;Защита от НСД к информации. Показатели защищенности от НСД к информации» –&nbsp;<b>по 3 классу&nbsp;защищенности</b>,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Защита от НСД к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля&nbsp;<b>отсутствия НДВ</b>» –&nbsp;<b>по 3 уровню контроля</b>,
</p>
<p>
	 имеет оценочный уровень доверия&nbsp;<b>ОУД4 (усиленный)</b>&nbsp;в соответствии с требованиями руководящего документа «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «С-Терра Шлюз. Версия 4.1» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах до 1 класса защищенности включительно, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3370;1010;;25.03.2021 14:12;25.03.2015 14:11;ST;99;Сертификаты ФСТЭК России;;Версия 4.1;;
451;№3370;7184;N;;;/upload/iblock/368/fstec_3370_gate.jpg;"<p>
	 Сертификат удостоверяет, что «Программный комплекс С-Терра Шлюз.&nbsp;<strong>Версия 4.1</strong>»
</p>
<p>
	 является программным средством защиты:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД к информации, обрабатываемой в локальных ВС с TCP/IP протоколом,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;от НСД из внешних ВС,
</p>
<p>
	 соответствует требованиям руководящих документов:&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Средства вычислительной техники.&nbsp;<b>Межсетевые экраны.</b>&nbsp;Защита от НСД к информации. Показатели защищенности от НСД к информации» –&nbsp;<b>по 3 классу&nbsp;защищенности</b>,&nbsp;<br>
	 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;«Защита от НСД к информации. Часть 1. Программное обеспечение средств защиты информации. Классификация по уровню контроля&nbsp;<b>отсутствия НДВ</b>» –&nbsp;<b>по 3 уровню контроля</b>,
</p>
<p>
	 имеет оценочный уровень доверия&nbsp;<b>ОУД4 (усиленный)</b>&nbsp;в соответствии с требованиями руководящего документа «Безопасность информационных технологий. Критерии оценки безопасности информационных технологий».
</p>
<p>
	 Согласно согласованному ФСТЭК России формуляру, «С-Терра Шлюз. Версия 4.1» может использоваться в автоматизированных системах класса защищенности до 1В включительно, а также в государственных информационных системах до 1 класса защищенности включительно, в том числе, обеспечивающих 1, 2, 3 и 4 уровни защищенности персональных данных.
</p>";html;;;text;3370;1010;;25.03.2021 14:12;25.03.2015 14:11;ST;101;Сертификаты ФСТЭК России;;Версия 4.1;;
